,source_id,nombre,inicial,apellidos,especialidad,telefono #1,telefono #2,direccion,pueblo,estado,actualizacion
3972,001,LABORATORIO CLINICO TRUJILLO ALTO,,nan,LABORATORIO CLINICO,787-760-4500,787-760-4500,CARR 181 KM 8 6 BO DOS BOCAS,TRUJILLO ALTO,PUERTO RICO,01/28/2024
4013,001,LABORATORIO CLINICO ROMAN,,nan,LABORATORIO CLINICO,787-878-4670,,AVENIDA JOSE DE DIEGO #208,ARECIBO,PUERTO RICO,01/28/2024
4102,001,LABORATORIO CLINICO GINARA,,nan,LABORATORIO CLINICO,787-750-5276,,URB SAN MARTIN1253 JUAN BAIZ,SAN JUAN,PUERTO RICO,01/28/2024
4108,001,LABORATORIO CLINICO COLISEO,,nan,LABORATORIO CLINICO,787-842-4007,,2525 AVENIDA E RUBERTE COLISEO SHOPPING CENTER 211,PONCE,PUERTO RICO,01/28/2024
4189,001,LABORATORIO CLINICO MARIELYS,,nan,LABORATORIO CLINICO,787-779-4000,,G 52 CALLE 13 SANTA MONICA,BAYAMON,PUERTO RICO,01/28/2024
4213,001,LABORATORIO CLINICO PROSALUD,,nan,LABORATORIO CLINICO,787-830-3138,,CARR 474 KM 2 2,ISABELA,PUERTO RICO,01/28/2024
4217,001,LABORATORIO CLINICO ZORIMAR,,nan,LABORATORIO CLINICO,787-757-5225,,CALLE MANUEL FERNANDEZ JUNCOSURB ROSA MARIA B7,CAROLINA,PUERTO RICO,01/28/2024
4225,001,LABORATORIO CLINICO CENTRO 4,,nan,LABORATORIO CLINICO,787-755-5180,,CARRETERA 876 #869 NSTRA SRA DE LOURDES,TRUJILLO ALTO,PUERTO RICO,01/28/2024
4231,001,LABORATORIO CLINICO EL VIVI INC,,nan,LABORATORIO CLINICO,787-894-2270,,53 CALLE BETANCES,UTUADO,PUERTO RICO,01/28/2024
4272,001,LABORATORIO CLINICO MICHELSAN,,nan,LABORATORIO CLINICO,787-751-7255,787-751-7766,CALLE 45 SE #894 ESQ AVE AMERICO MIRANDAREPARTO METROPOLITANO,SAN JUAN,PUERTO RICO,01/28/2024
4273,001,LABORATORIO CLINICO RIO PIEDRAS,,nan,LABORATORIO CLINICO,787-765-3755,,FERROCARRIL 1054,SAN JUAN,PUERTO RICO,01/28/2024
4287,001,LABORATORIO CLINICO DEL PUEBLO,,nan,LABORATORIO CLINICO,787-720-4140,,96 CALLE CARAZO,GUAYNABO,PUERTO RICO,01/28/2024
4298,001,LABORATORIO CLINICO DEL MAR LLC,,nan,LABORATORIO CLINICO,787-858-8362,,CENTRO COMERCIAL PLAZA PUERTA DEL SOL LOCAL # 2CARR #2 KM 50 HM 2,MANATI,PUERTO RICO,01/28/2024
4300,001,LABORATORIO CLINICO BARRAZAS,,nan,LABORATORIO CLINICO,787-776-1300,,CARR 853 KM 11 4 BARRAZAS,CAROLINA,PUERTO RICO,01/28/2024
4301,001,LABORATORIO CLINICO BARRAZAS,,nan,LABORATORIO CLINICO,787-985-1710,787-776-1300,AVE ROBERTO SANCHEZ VILLELLAA2 CASTELLANA GARDENS,CAROLINA,PUERTO RICO,01/28/2024
4303,001,LABORATORIO CLINICO DR CORDOVA RP II,,nan,LABORATORIO CLINICO,787-765-3735,787-405-7462,CALLE BRUMBAUGH 1055,SAN JUAN,PUERTO RICO,01/28/2024
4313,001,LABORATORIO CLINICO VALLE ARRIBA,,nan,LABORATORIO CLINICO,787-752-1105,,AVE MONSERRATE BH 13 VALLE ARRIBA HEIGHTS,CAROLINA,PUERTO RICO,01/28/2024
4318,001,LABORATORIO CLINICO GORDO,,nan,LABORATORIO CLINICO,787-720-3643,,CALLE CARAZO #71,GUAYNABO,PUERTO RICO,01/28/2024
4319,001,LABORATORIO CLINICO GORDO,,nan,LABORATORIO CLINICO,787-720-6777,,CENTRO COMERCIAL APOLO ESQUINA SIRCE,SAN JUAN,PUERTO RICO,01/28/2024
4409,001,LABORATORIO CLINICO ISLA CENTRO TOA ALTA,,nan,LABORATORIO CLINICO,787-545-3200,,RIO DEL PLATA MALLFIRST FLOOR SUITE A 8,TOA ALTA,PUERTO RICO,01/28/2024
4412,001,LABORATORIO CLINICO CALEB,,nan,LABORATORIO CLINICO,787-726-3781,,AVE BORINQUEN 2100 BO OBRERO,SAN JUAN,PUERTO RICO,01/28/2024
4434,001,LABORATORIO CLINICO VILLA LOS SANTOS,,nan,LABORATORIO CLINICO,787-879-1609,787-879-1585,URB VILLA LOS SANTOS CALLE 16 VI,ARECIBO,PUERTO RICO,01/28/2024
4437,001,LABORATORIO CLINICO EL PARAISO INC,,nan,LABORATORIO CLINICO,787-763-8573,787-224-9938,URB EL CEREZAL 1648CALLE PARANA SUITE 1,SAN JUAN,PUERTO RICO,01/28/2024
4696,001,LABORATORIO SALUD PUBLICA DE PUERTO RICO,,nan,LABORATORIO CLINICO,787-765-2929,,BO MONACILLOS CENTRO MEDICO EDIF A 2DO PISO,SAN JUAN,PUERTO RICO,01/28/2024
4707,001,LABORATORIO CENTRO SALUD LARES INC,,nan,LABORATORIO CLINICO,787-897-2727,,CARR #111 KM 1 9 AVE LOS PATRIOTAS,LARES,PUERTO RICO,01/28/2024
4715,001,LABORATORIO CLINICO COUNTRY CLUB,,nan,LABORATORIO CLINICO,787-750-0510,,LABORATORIO COUNTRY CLUB #758LUIS VIGOREAUX,SAN JUAN,PUERTO RICO,01/28/2024
4721,001,LABORATORIO CLINICO CAMPO RICO INC,,nan,LABORATORIO CLINICO,787-762-0655,,AVE CAMPO RICO 929 COUNTRY CLUB,SAN JUAN,PUERTO RICO,01/28/2024
4730,001,LABORATORIO CLINICO BORGES INC,,nan,LABORATORIO CLINICO,787-751-6373,,CALLE ARZUAGA #168,SAN JUAN,PUERTO RICO,01/28/2024
4738,001,LABORATORIO CLINICO MUNOZ RIVERA,,nan,LABORATORIO CLINICO,787-720-5462,,AVE ESMERALDA 51 URB MUNOZ RIVERA,GUAYNABO,PUERTO RICO,01/28/2024
4739,001,LABORATORIO LAS LOMAS,,nan,LABORATORIO CLINICO,787-792-1824,787-749-0395,LAS LOMAS PROFESIONAL CENTER SUITE 321700 AVENIDA JESUS T PINERO,SAN JUAN,PUERTO RICO,01/28/2024
4747,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-743-0330,,CALLE BALDORIOTY 2,CAGUAS,PUERTO RICO,01/28/2024
4748,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-708-8400,,THE MARKETPLACE AT MONTEHIEDRA PARCELA GAVE LOS ROMEROS 9615 LOT 4,SAN JUAN,PUERTO RICO,01/28/2024
4749,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-743-3256,,CALLE INTENDENTE RAMIREZ 6,CAGUAS,PUERTO RICO,01/28/2024
4750,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-743-2320,,QUADRANGLE MEDICAL BUILDINGAVE LUIS MUNOZ MARIN 50,CAGUAS,PUERTO RICO,01/28/2024
4751,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-743-2373,,AVE DEGETAU A16,CAGUAS,PUERTO RICO,01/28/2024
4752,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-704-0100,,URB MARIOLGAAVE LUIS MUNOZ MARIN V42,CAGUAS,PUERTO RICO,01/28/2024
4753,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-722-0840,,CALLE DR PAVIA FERNANDEZ 612,SAN JUAN,PUERTO RICO,01/28/2024
4754,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-781-6913,,URB LAS LOMASCARR 21 U3 1,SAN JUAN,PUERTO RICO,01/28/2024
4755,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-736-4996,,CALLE MUNOZ RIVERA 3,SAN LORENZO,PUERTO RICO,01/28/2024
4756,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-738-3267,,CALLE MUNOZ RIVERA 110,CAYEY,PUERTO RICO,01/28/2024
4757,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-739-6550,,CALLE VICENTEMUNOZ BARRIOS 32,CIDRA,PUERTO RICO,01/28/2024
4758,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-737-7011,,CENTRO COMERCIAL GURABO MARINA PLAZACARR PR 189 KM 7 8,GURABO,PUERTO RICO,01/28/2024
4759,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-850-4900,,SECTOR FERNANDEZ BO CANDELERO ARRIBACARR 3 11A KM 86,HUMACAO,PUERTO RICO,01/28/2024
4760,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-665-7018,,PLAZA DORADA SHOPPING CENTERBO HIGUILLAR CARR 693 800,DORADO,PUERTO RICO,01/28/2024
4761,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-764-2228,,POPULAR CENTER BUILDINGAVE PONCE DE LEON 208,SAN JUAN,PUERTO RICO,01/28/2024
4762,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-728-5202,,URB OCEAN PARKCALLE MC LEARY 1954,SAN JUAN,PUERTO RICO,01/28/2024
4763,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-763-2191,,URB EL SENORIALAVE WINSTON CHURCHILL 20,SAN JUAN,PUERTO RICO,01/28/2024
4764,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-750-7923,,PLAZA ITURREGUIAVE 65 INFANTERIA 1135 LOCAL10,SAN JUAN,PUERTO RICO,01/28/2024
4765,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-744-1377,,URB CONDADO MODERNOCALLE 1 B8 Y B9,CAGUAS,PUERTO RICO,01/28/2024
4766,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-744-5115,,METRO MALL PLAZA AVE JOSE GARRIDOPLAZA INDUSTRIAL VILLA BLANCA LOCAL L 01A,CAGUAS,PUERTO RICO,01/28/2024
4767,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-701-1007,,ESCORIAL SHOPPING VILLAGEAVE DE DIEGO 1600 LOCAL 7,CAROLINA,PUERTO RICO,01/28/2024
4768,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-269-2410,,CANTON MALL CALLE BETANCES40 LOCAL B4B,BAYAMON,PUERTO RICO,01/28/2024
4769,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-720-1444,,PLAZA ESMERALDA BO FRAILESAVE PLAZA ESMERALDA 469 LOCALES 4 5,GUAYNABO,PUERTO RICO,01/28/2024
4770,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-250-0165,,EDIFICIO CLINICA LAS AMERICASAVE ROOSEVELT 400 SUITE 201,SAN JUAN,PUERTO RICO,01/28/2024
4771,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-725-5484,,AVENIDA PONCE DE LEON 1492SUITE 102 103,SAN JUAN,PUERTO RICO,01/28/2024
4772,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-706-0535,,GARDEN HILLS PLAZA CARR 19AVE LUIS VIGOREAUX 1300 LOCAL 26,GUAYNABO,PUERTO RICO,01/28/2024
4773,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-708-0342,,CARR 838 CAMINO ALEJANDRINOAVE LOMAS VERDES 310,SAN JUAN,PUERTO RICO,01/28/2024
4774,001,LABORATORIO CLINICO BORINQUEN  INC,,nan,LABORATORIO CLINICO,787-785-0330,,AVE RIO HONDO 90,BAYAMON,PUERTO RICO,01/28/2024
4858,001,LABORATORIO CLINICO CARIBE MEDICAL PLAZA,,nan,LABORATORIO CLINICO,787-883-0915,,CARIBE MEDICAL PLAZACARR #2 MARGINAL #1 URB SANTA RITA SUITE 101,VEGA ALTA,PUERTO RICO,01/28/2024
4864,001,LABORATORIO CLINICO FAIR VIEW,,nan,LABORATORIO CLINICO,787-292-8789,,URBANIZACION FAIR VIEW D 32PR 845 KM 3 3,TRUJILLO ALTO,PUERTO RICO,01/28/2024
4911,001,LABORATORIO CLINICO EMANUEL Y/O EL ROSARIO,,nan,LABORATORIO CLINICO,787-855-3434,,AVE TRIO VEGABAJENO CALLE 7URB EL ROSARIO OFICINA U16,VEGA BAJA,PUERTO RICO,01/28/2024
4918,001,LABORATORIO CLINICO TIAGO,,nan,LABORATORIO CLINICO,787-859-1823,,URB SAN FELIZ CALLE 1 A2,COROZAL,PUERTO RICO,01/28/2024
5044,001,LABORATORIO CLINICO PASEO DORADO,,nan,LABORATORIO CLINICO,787-766-1464,,ADLER MEDICAL PLAZATNTE CESAR GONZALEZ 576 SUITE 101 C,SAN JUAN,PUERTO RICO,01/28/2024
5118,001,LABORATORIO CLINICO MARBELLA,,nan,LABORATORIO CLINICO,787-882-3846,787-882-7847,300 MARBELLA MINI MALL STE 4,AGUADILLA,PUERTO RICO,01/28/2024
5122,001,LABORATORIO CLINICO QUIMED,,nan,LABORATORIO CLINICO,787-726-0397,787-433-9614,AVE BORINQUEN 2036 BARRIO OBRERO,SAN JUAN,PUERTO RICO,01/28/2024
5123,001,LABORATORIO CLINICO MARIE E INC,,nan,LABORATORIO CLINICO,787-269-1799,,CARR 862 KM 2 7 63 B HATO TEJAS,BAYAMON,PUERTO RICO,01/28/2024
5124,001,LABORATORIO CLINICO VILLA CAROLINA,,nan,LABORATORIO CLINICO,787-762-4786,,AVE ROBERTO CLEMENTE BLOQUE 89 #2 VILLA CAROLINA,CAROLINA,PUERTO RICO,01/28/2024
5125,001,LABORATORIO CLINICO VILLA CAROLINA,,nan,LABORATORIO CLINICO,787-750-7005,,AVE FRAGOSO 3 F S 6 VILLA FONTANA,CAROLINA,PUERTO RICO,01/28/2024
5126,001,LABORATORIO CLINICO VILLA CAROLINA,,nan,LABORATORIO CLINICO,787-762-8095,,CAROLINA SHOPPING COURT LOCAL 302 BO MARTIN GONZALEZ,CAROLINA,PUERTO RICO,01/28/2024
5128,001,LABORATORIO CLINICO RIVERA,,nan,LABORATORIO CLINICO,787-894-8718,787-486-2995,CARR 111 INT 602 KM 0 6,UTUADO,PUERTO RICO,01/28/2024
5129,001,LABORATORIO CLINICO ADJUNTAS,,nan,LABORATORIO CLINICO,787-829-6375,,33 CALLE SAN JOAQUIN,ADJUNTAS,PUERTO RICO,01/28/2024
5130,001,LABORATORIO CLINICO MELANIA INC,,nan,LABORATORIO CLINICO,787-864-2763,787-864-9207,CARR #3 SECTOR MELANIA KM 142 3,GUAYAMA,PUERTO RICO,01/28/2024
5132,001,LABORATORIO CLINICO AILI,,nan,LABORATORIO CLINICO,787-829-4004,,CALLE RIUS RIVERA #9,ADJUNTAS,PUERTO RICO,01/28/2024
5133,001,LABORATORIO CLINICO METROPOLIS INC,,nan,LABORATORIO CLINICO,787-776-5437,,CARR 860 KM 0 9 HG 25URB ROLLING HILLS,CAROLINA,PUERTO RICO,01/28/2024
5134,001,LABORATORIO CLINICO COSTA CARIBE,,nan,LABORATORIO CLINICO,787-840-0004,,AVE MUNOZ RIVERA 1266,PONCE,PUERTO RICO,01/28/2024
5135,001,LABORATORIO CLINICO TORRIVER,,nan,LABORATORIO CLINICO,787-764-4970,,CALLE PARANA #1688 URB EL CEREZAL,SAN JUAN,PUERTO RICO,01/28/2024
5136,001,LABORATORIO CLINICO PUERTO NUEVO,,nan,LABORATORIO CLINICO,787-783-8898,,1026 AVE ROOSEVELT PUERTO NUEVO,SAN JUAN,PUERTO RICO,01/28/2024
5141,001,LABORATORIO CLINICO PLATZER,,nan,LABORATORIO CLINICO,787-753-1015,,525 AVE ROOSEVELTTORRE DE PLAZA LAS AMERICAS SUITE 404,SAN JUAN,PUERTO RICO,01/28/2024
5142,001,LABORATORIO HERNANDEZ LOPEZ,,nan,LABORATORIO CLINICO,787-878-2780,,162 RODRIGUEZ IRIZARRY,ARECIBO,PUERTO RICO,01/28/2024
5143,001,LABORATORIO CLINICO PASEOS,,nan,LABORATORIO CLINICO,787-999-2797,787-603-9696,PASEO LAS CUMBRES SHOPPING CENTER349 FELISA RINCON DE GAUTIER SUITE 105,SAN JUAN,PUERTO RICO,01/28/2024
5145,001,LABORATORIO CLINICO RIO CANAS,,nan,LABORATORIO CLINICO,787-747-1930,,CARR #798 KM 4 3 BO RIO CANAS,CAGUAS,PUERTO RICO,01/28/2024
5146,001,LABORATORIO CLINICO Y BACTERIOLOGICO TRIXYMAR,,nan,LABORATORIO CLINICO,787-861-1111,,CALLE LUIS MUNOZ RIVERA #17,MAUNABO,PUERTO RICO,01/28/2024
5147,001,LABORATORIO CLINICO Y BACTERIOLOGICO TRIXYMAR,,nan,LABORATORIO CLINICO,787-852-1111,,BO BUENA VISTA,HUMACAO,PUERTO RICO,01/28/2024
5148,001,LABORATORIO CLINICO Y BACTERIOLOGICO TRIXYMAR,,nan,LABORATORIO CLINICO,787-839-5555,,BO PITAHAYA CARR 758 K 21,ARROYO,PUERTO RICO,01/28/2024
5151,001,LABORATORIO CLINICO ESCRIBANO INC,,nan,LABORATORIO CLINICO,787-815-2852,,SECTOR LA VILLA CARR 639 KM 4 8,ARECIBO,PUERTO RICO,01/28/2024
5152,001,LABORATORIO CLINICO ESCRIBANO INC,,nan,LABORATORIO CLINICO,787-816-1888,,CANDELARIA CARR 639 KM 2 0,ARECIBO,PUERTO RICO,01/28/2024
5154,001,LABORATORIO CLINICO HOYAMALA,,nan,LABORATORIO CLINICO,787-280-3543,,CARR 119 KM 28 7 BO HOYAMALA,SAN SEBASTIAN,PUERTO RICO,01/28/2024
5155,001,LABORATORIO CLINICO OMARYS,,nan,LABORATORIO CLINICO,787-262-7071,,PR 2 KM 86 2 CALLE MARGINAL EDIFICIO OMARYS #262,HATILLO,PUERTO RICO,01/28/2024
5156,001,LABORATORIO CLINICO ALONDRA,,nan,LABORATORIO CLINICO,787-915-5164,,CARR #2 KM 28 1 BO ESPINOSA,VEGA ALTA,PUERTO RICO,01/28/2024
5158,001,LABORATORIO CLINICO ISAMAR INC,,nan,LABORATORIO CLINICO,787-830-7605,787-872-3910,7351 AVE AGUSTIN RAMOS CALERO,ISABELA,PUERTO RICO,01/28/2024
5161,001,LABORATORIO CLINICO OBYMAR INC,,nan,LABORATORIO CLINICO,787-818-1375,,BARRIO VOLADORAS CARR 420,MOCA,PUERTO RICO,01/28/2024
5162,001,LABORATORIO CLINICO FERNANDO MONTILLA,,nan,LABORATORIO CLINICO,787-765-4215,787-765-5795,CALLE FERNANDO MONTILLA 401,SAN JUAN,PUERTO RICO,01/28/2024
5165,001,LABORATORIO CLINICO UNIVERSAL,,nan,LABORATORIO CLINICO,787-734-5188,787-734-5186,CALLE MUNOZ RIVERA #56 SUITE 1,JUNCOS,PUERTO RICO,01/28/2024
5166,001,LABORATORIO CLINICO RINCON,,nan,LABORATORIO CLINICO,787-823-4527,,53 CALLE MUNOZ RIVERA OESTE,RINCON,PUERTO RICO,01/28/2024
5167,001,LABORATORIO CLINICO DOCTOR CENTER INC,,nan,LABORATORIO CLINICO,787-762-4200,,LABORATORIO DOCTOR CENTER PC 1CALLE 274 AVE COMANDANTE,CAROLINA,PUERTO RICO,01/28/2024
5168,001,LABORATORIO CLINICO DOCTOR CENTER INC,,nan,LABORATORIO CLINICO,787-769-8349,,AVENIDA ROBERTO CLEMENTE BLOQUE 3317 CALLE 11 VILLA CAROLINA,CAROLINA,PUERTO RICO,01/28/2024
5169,001,LABORATORIO CLINICO DOCTOR CENTER INC,,nan,LABORATORIO CLINICO,787-722-8144,,EDIFICIO CARIBBEAN TOWERSSUITE 5A 670 AVE PONCE DE LEON,SAN JUAN,PUERTO RICO,01/28/2024
5171,001,LABORATORIO CLINICO BAYAMON OESTE,,nan,LABORATORIO CLINICO,787-778-8574,787-354-8836,BAYAMON OESTE SHOPPING CENTER LOCAL 33 CARR #2 KM 14 7 HATO TEJAS,BAYAMON,PUERTO RICO,01/28/2024
5176,001,LAB CLINICO ISLA CENTRO CEDRO ARRIBA,,nan,LABORATORIO CLINICO,787-869-1111,787-869-3417,CARR 803 CRUCE MANAKM 10 3 INT 152,NARANJITO,PUERTO RICO,01/28/2024
5177,001,LABORATORIO CLINICO BONET HERNANDEZ,,nan,LABORATORIO CLINICO,787-600-0321,,CARR 2 KM 55 1 BO PALENQUE,BARCELONETA,PUERTO RICO,01/28/2024
5179,001,LABORATORIO CLINICO FLORES,,nan,LABORATORIO CLINICO,787-759-6804,,MARGINAL 65TH INF #12URB SAN AGUSTIN,SAN JUAN,PUERTO RICO,01/28/2024
5180,001,LABORATORIO CLINICO AMYR INC,,nan,LABORATORIO CLINICO,787-763-2450,787-763-2530,CALLE J J JIMENEZ 524,SAN JUAN,PUERTO RICO,01/28/2024
5181,001,LABORATORIO CLINICO RAUL DIAZ,,nan,LABORATORIO CLINICO,787-758-0120,787-758-0121,AVE JESUS T PINERO #265 HYDE PARK,SAN JUAN,PUERTO RICO,01/28/2024
5183,001,LABORATORIO CLINICO BAYAMON,,nan,LABORATORIO CLINICO,787-780-4150,,CALLE PARQUE ESQUINA ROSSYANTIGUO TERMINAL TOMAS KUILAN,BAYAMON,PUERTO RICO,01/28/2024
5189,001,LABORATORIO CLINICO YENIMARIS,,nan,LABORATORIO CLINICO,787-768-3400,,PLAZA GUZMANAVE 65 INF KM 11 0,CAROLINA,PUERTO RICO,01/28/2024
5193,001,LAB CLINICO ISLA CENTRO NARANJITO,,nan,LABORATORIO CLINICO,787-869-9585,,CALLE IGNACIO MORALES ACOSTA 43SUITE 1A,NARANJITO,PUERTO RICO,01/28/2024
5194,001,LABORATORIO CLINICO LORIMAR,,nan,LABORATORIO CLINICO,787-877-1236,,CALLE PEDRO SANTOS 65,MOCA,PUERTO RICO,01/28/2024
5195,001,LABORATORIO CLINICO CLAUSELLS,,nan,LABORATORIO CLINICO,787-841-1401,,333 CALLE VICTORIA,PONCE,PUERTO RICO,01/28/2024
5199,001,LABORATORIO CLINICO FAMILIAR INC,,nan,LABORATORIO CLINICO,787-273-0335,,URBANIZACION LAS LOMAS 862 AVENIDA SAN PATRICIO,SAN JUAN,PUERTO RICO,01/28/2024
5200,001,LABORATORIO CLINICO VIVIANETTE,,nan,LABORATORIO CLINICO,787-882-4124,,CARR 459 KM 0 1 BO CORRALES,AGUADILLA,PUERTO RICO,01/28/2024
5201,001,LABORATORIO CLINICO CIBUCO INC,,nan,LABORATORIO CLINICO,787-693-1817,,CARR 159 KM 7 5,COROZAL,PUERTO RICO,01/28/2024
5202,001,LABORATORIO CLINICO SAN MARTIN,,nan,LABORATORIO CLINICO,787-767-1216,,CALLE DE DIEGO 403,SAN JUAN,PUERTO RICO,01/28/2024
5203,001,LAB CLINICO ISLA CENTRO BARRANQUITAS,,nan,LABORATORIO CLINICO,787-857-2246,,CALLE MUNOZ RIVERA #17 PRIMER PISO,NARANJITO,PUERTO RICO,01/28/2024
5204,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-746-1536,,AVENIDA BAIROA LOCAL C 2 BAIROA SHOPPING CENTER,CAGUAS,PUERTO RICO,01/28/2024
5205,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-705-8601,,COND BORIQUEN TOWERS IIAVE FD ROOSEVELT 1486 LOCAL C2,SAN JUAN,PUERTO RICO,01/28/2024
5206,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-798-6776,,FOREST HILLS PLAZACALLE MARGINAL 17 CARR 167 ESQ CALLE 15,BAYAMON,PUERTO RICO,01/28/2024
5207,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-737-2600,,PLAZA GURABOCARR 189 100 URB BARRIO MAMEY,GURABO,PUERTO RICO,01/28/2024
5208,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-773-6338,,CENTRO COMERCIAL SAN FRANSISCOAVE DE DIEGO SUITE 201,SAN JUAN,PUERTO RICO,01/28/2024
5209,001,LABORATORIO CLINICO BAIROA INC,,nan,LABORATORIO CLINICO,787-704-4800,,CENTRO COMERCIAL LOS PADROSGRAND BLVD LOS PADROS 400 SUITE D 1,CAGUAS,PUERTO RICO,01/28/2024
5215,001,LABORATORIO CLINICO SAN MIGUEL,,nan,LABORATORIO CLINICO,787-283-3881,,CENTRO COMERCIAL SAN MIGUELEDIF 4 LOCAL 103 AVE MANUEL RIVERA MORALES KM 4 4,TRUJILLO ALTO,PUERTO RICO,01/28/2024
5216,001,LABORATORIO CLINICO EXPRESO TRUJILLO ALTO,,nan,LABORATORIO CLINICO,787-748-2580,787-993-1209,LAB EXPRESO TRUJILLO ALTOCALLE FRONTERA G 1B,SAN JUAN,PUERTO RICO,01/28/2024
5217,001,LABORATORIO CLINICO LAS TUNAS INC,,nan,LABORATORIO CLINICO,787-873-0564,,CARR 121 KM 3 6 URB LAS TUNAS,SABANA GRANDE,PUERTO RICO,01/28/2024
5218,001,LABORATORIO CLINICO JAYUYA INC,,nan,LABORATORIO CLINICO,787-828-6025,787-404-8322,5 CALLE FIGUERAS,JAYUYA,PUERTO RICO,01/28/2024
5220,001,LABORATORIO POLICLINICA FAMILIAR FACTOR,,nan,LABORATORIO CLINICO,787-881-9788,787-881-2953,CARR #2 KM 65 6 FACTOR I,ARECIBO,PUERTO RICO,01/28/2024
5223,001,LABORATORIO CLINICO ITURREGUI,,nan,LABORATORIO CLINICO,787-294-5164,,MM 9 AVE ITURREGUI,CAROLINA,PUERTO RICO,01/28/2024
5225,001,LABORATORIO CLINICO LA CUMBRE,,nan,LABORATORIO CLINICO,787-720-7788,,264 CALLE EMILIANO POL,SAN JUAN,PUERTO RICO,01/28/2024
5226,001,LABORATORIO CLINICO CASTILLO,,nan,LABORATORIO CLINICO,787-826-2275,,CALLE 65 DE INFANTERIA 42,ANASCO,PUERTO RICO,01/28/2024
5228,001,LABORATORIO CLINICO JOSE DE DIEGO,,nan,LABORATORIO CLINICO,787-891-6350,,27 AVENIDA SEVERIANO CUEVAS,AGUADILLA,PUERTO RICO,01/28/2024
5230,001,LABORATORIO CLINICO CENTRAL DE LEVITTOWN,,nan,LABORATORIO CLINICO,787-784-5004,787-784-5260,CALLE LEALTAD W 9 AVE BOULEVARD,TOA BAJA,PUERTO RICO,01/28/2024
5231,001,LABORATORIO CLINICO CENTRAL DE LEVITTOWN,,nan,LABORATORIO CLINICO,787-251-2337,,AVE RAMON LUIS RIVERA AA 4URB FLAMBOYAN GARDENS,BAYAMON,PUERTO RICO,01/28/2024
5234,001,LABORATORIO CLINICO VEGA,,nan,LABORATORIO CLINICO,787-898-4845,787-650-3907,50 MUNOZ RIVERA,CAMUY,PUERTO RICO,01/28/2024
5240,001,LABORATORIO CLINICO SORAM INC,,nan,LABORATORIO CLINICO,787-825-1184,,CALLE MARIO BRASCHI 1,COAMO,PUERTO RICO,01/28/2024
5243,001,LABORATORIO CLINICO SHALOM,,nan,LABORATORIO CLINICO,787-896-1850,,CARR 2 KM 101 6 BO TERRANOVACALLE MARGINAL DEL PARQUE,QUEBRADILLAS,PUERTO RICO,01/28/2024
